95816,96170
154593,37409
778126,13426
2658554,13060
2562603,7180
716591,13095
3263749,122134
175556,103424
2642080,121948
89055,88786
3266052,101045
2556537,14173
3137133,90452
716307,504
715012,19131
717025,26384
654081,103985
20625,121984
2654227,13151
8360,19468
222144,32508
3268152,39219
651401,120620
2723362,104790
3187095,33268
3330174,84176
3350096,97085
716346,32862
2560145,115472
3332840,5984
3206210,109655
3262327,120610
2488666,38882
651671,89340
702490,38974
3184270,104610
794312,116637
3189099,115468
92848,26479
2709954,102397
3287841,103985
714568,108860
2704138,96733
241644,20410
629525,12742
3267042,97596
174677,108716
2660653,97375
3113675,90564
20074,116754
800970,109906
844089,38954
3355552,89917
714561,85408
703107,115322
74599,21482
2636625,1737
76156,21514
3356087,96842
2729452,108720
2576689,25049
781761,21432
156216,83649
3138818,5914
3623,26992
22887,37457
74397,1726
3286919,115966
800372,33934
801149,85304
2640144,32415
20620,97049
3119631,121067
2728298,780
3355206,1334
3284614,6834
5067,117082
3138026,33806
3336341,26980
714430,105088
2639561,5420
2489557,19158
2510114,110149
93246,38902
799617,115665
3117655,101988
648414,84756
720438,103725
646814,26179
3334195,100862
3350583,26165
794341,101085
3267819,5154
647123,21272
223430,100804
2724720,116588
2729452,104882
88567,37787
94094,26352
174209,21432
74887,26220
3208046,103328
3280964,84078
2661399,90509
3181916,33226
795404,12313
2654895,32766
2559984,21326
174946,37159
2486079,20106
151582,25256
220481,20617
3202662,12812
777170,37799
69768,83651
698420,21081
779823,121226
2725724,85303
3133045,19120
716387,26715
3186842,96072
3354814,108572
3202942,37712
2493962,425
175066,25560
3329729,26084
3182391,100823
774882,14284
2250,83373
2637640,84092
2725196,96114
243481,83332
714763,38643
3131788,12560
3181295,108733
2729977,96378
91025,6005
3139301,95578
3351268,26217
2959,85001
26667,83882
2640289,109656
94755,33924
2574039,37250
3335216,103492
3336321,1737
870900,96826
2493351,90206
3263874,85082
797209,25228
701729,21185
2639580,12562
236093,101083
2725724,39236
3265782,20080
2562537,18828
2578428,96481
21291,7190
850242,18211
2640131,7188
2661268,83744
698433,115573
174702,120883
156136,13412
3186871,117138
25209,24957
703383,108641
2557794,120869
22487,1739
3267768,26991
2724933,90011
2494221,33442
3329954,102150
720245,13074
3181797,14016
3261906,37197
19295,97231
169218,101032
92591,90207
3288316,1674
795979,26476
3117655,37746
24412,26491
167977,14280
2561635,104646
3202481,116833
3263655,89077
2708725,12809
2556240,100732
3281709,97339
219302,89322
2725273,26666
777158,116904
3285895,83430
155280,89025
629664,13838
238462,21341
2555320,38881
794026,26070
2491124,96340
236107,104498
651793,5169
3263424,89302
2560380,818
238725,19472
2576652,18564
3207357,19212
3202507,97651
2508824,115401
3115755,20355
6141,121119
220245,5302
626920,71
800064,101137
3202606,316
175383,21563
170797,115324
154264,105158
3335216,6820
844615,89336
869617,109716
154401,12811
3186894,21790
87776,26922
2722313,108494
800671,37197
868126,158
3117432,25757
223517,104400
794051,88893
69368,115826
2656209,26491
2507626,1527
627757,101268
717590,6838
696711,37461
628912,110153
3203270,109664
239295,20510
3181431,20566
70607,6342
148741,95932
651666,83816
1276,109799
2560553,108774
69587,84988
3201056,19898
870151,83585
3115880,24914
3117622,1314
799346,117085
3334466,115663
3349479,121892
3119606,13464
154536,25255
2576103,6590
90527,109702
3266779,121053
155734,279
3132610,109903
798970,121120
22265,85356
2485982,32818
5631,32505
2727447,116177
244125,21016
3206179,121727
92962,5721
3282709,2094
3337280,89020
2636618,117243
3133782,116890
700495,13914
2507503,12400
2508573,96826
2636934,89341
2578724,39124
3280879,97150
2493400,18635
3354632,33439
775713,17408
3188144,32766
865833,90154
2729044,120869
629701,89802
3118583,6926
628900,104800
2706110,115720
3200709,121961
69949,26478
2580695,1239
3200935,26680
70837,96338
2660608,88988
3181469,83974
21529,85264
172208,5650
95885,83882
2726735,116479
653691,88746
3200737,120976
776013,18050
219518,32410
634376,25510
3203536,103474
714605,498
3263482,25415
2709484,83816
3281943,38000
76486,103178
2561199,14186
850684,83633
800989,105102
2640539,95657
3118415,33514
74259,37306
3201615,84856
96058,104347
2576027,101360
239382,5313
2657076,21433
243199,101121
3332022,25165
3285371,7086
87907,5207
68543,19421
173084,116574
3329689,5664
650492,104570
794414,38474
3008,96733
2578775,96378
776226,102801
797443,85005
3264315,117044
868858,1449
3266056,1944
238377,18976
224930,26074
3119617,116904
844498,104830
237733,89800
2579748,5434
2575755,108377
19698,93
3119153,115457
7878,25712
2657172,33572
2558155,101224
867620,116796
701091,21784
148413,103659
94771,17950
2574055,20522
3282606,32062
864535,13740
238408,919
170265,14172
2640321,115311
697305,117291
2726912,98
223183,88526
2729101,109994
3207617,102148
2512171,20010
2637553,18570
3391,108498
3287339,37146
3119912,21736
2561932,38384
3282750,18578
697993,5984
3280879,108722
796263,96169
2486464,121102
703314,21468
2493910,14279
94678,26430
3287357,17723
626508,37473
94913,101360
3200573,518
2636698,38593
2635408,105105
92856,103634
3139792,21560
2580413,97637
3138748,85095
851172,26901
23957,13965
783081,89393
714384,39078
89207,109073
242758,17912
865856,1171
719330,6390
3137700,96429
633873,21744
2661576,96063
868167,103328
3356538,89708
2720,13766
169892,21487
717330,34081
7384,96429
2707977,101135
148775,100991
849630,17728
843304,6889
2704047,88619
2708758,6638
778153,97373
223744,101529
3200507,89641
73930,13913
2507957,514
2561883,14332
696008,12806
3261415,102302
2635921,24914
2511939,39234
800135,762
850711,1185
721178,37496
2637376,89903
3183641,122053
169765,89955
2486975,34018
3132874,32635
700230,83416
632802,122278
2655804,2001
870453,33532
224772,101570
3354831,95720
2506218,19470
844374,32416
224396,108638
799996,32252
3329269,102478
2491081,97098
864604,6982
24689,120572
3189380,109538
782702,105157
3268289,12757
2581404,116990
702161,26884
2576089,20976
2658575,96387
628900,25766
70607,95874
24369,122287
3200591,13070
2512365,17892
94965,83725
2493063,102382
89169,20619
2707816,33808
236352,85135
3200693,120867
2640203,101937
3334685,18569
168831,32908
3262210,83651
2560903,104754
3336013,12887
3261069,101210
237732,33977
3206219,96375
2489220,95877
74038,33178
717611,5918
3355930,2040
26628,18265
2505673,37790
3135412,109800
634464,108497
3332556,5664
222231,37958
3336708,117034
169938,21750
90270,21697
2575394,104643
2582051,97337
2723595,116481
2659862,21252
846098,265
3185918,117031
2705493,18004
3132114,412
2706110,6834
3134418,33478
3332601,95931
3134738,32894
89793,12848
3205288,14336
168836,17
700536,1188
632500,21508
2654495,33322
22450,88974
3203556,90302
3200777,96378
24615,26072
150723,21326
719506,109651
2710383,120793
626969,100717
3262177,115917
3132027,120738
167979,89392
2505290,21786
2493867,17802
2728088,104735
848718,97084
88856,121892
19735,121988
2512218,421
3132070,32139
2661725,2092
3265913,108538
633491,97508
846231,21681
695870,19906
2635915,115861
3355833,85410
19623,100994
173116,38902
22151,6653
2487663,32004
3205834,33477
869856,108577
695331,32056
69920,90301
703149,19120
3183895,38456
2507902,5932
3112895,6978
2730118,21013
2578729,117241
2576487,120516
3261122,116230
647182,37156
73487,88620
2574252,104556
2642295,38640
3355644,88490
626781,96828
3262400,21785
68926,20395
3133300,19482
236107,18056
3334190,109756
6790,6076
238087,13468
2726987,32649
2660077,33567
3331353,7179
850253,100874
844011,5224
866199,12246
3188845,37566
3332550,32505
2724445,96732
2725020,102302
2557881,84895
3118446,33258
3132621,116484
3267362,5414
3335266,12524
2554957,110215
721332,96220
2729400,1498
3281186,85407
3285434,1450
2642571,39231
3117852,26076
633506,97334
721461,6641
3282604,32821
2708744,89698
221803,85081
2656492,122540
720292,101029
3266656,101374
3334864,33805
3135083,37711
2656720,6926
96025,2039
2704811,18036
2494219,55
716762,37708
721439,96467
2705656,97648
3132473,109796
217325,109886
717484,104832
224506,83332
92906,33307
219580,20082
217083,18674
844374,2027
3332004,17446
843322,6826
174670,104569
2709808,14333
2510656,33494
72225,97099
3353452,2000
3281629,117252
2556515,122499
3334875,85268
3334395,109706
3281442,85346
648244,38632
238829,20066
2656812,97389
2640856,1591
3334736,37568
2493963,5296
715622,32083
3265896,13740
2634732,31991
782842,6481
151914,121010
3140029,32134
3112895,37798
2557148,122038
697836,120741
237421,26142
3285995,25006
646716,108362
238295,104240
2658430,7149
2640870,117088
3281282,21678
632356,12524
3288312,95652
75178,88735
25636,120622
796470,33322
238491,6838
2494025,90282
22619,120868
2724347,13108
239295,89802
174280,121329
2722718,109955
3264373,5748
631905,17728
2724526,18708
3201464,122004
2486504,26220
626892,1276
2554915,34070
2707919,110256
2728050,104845
3268981,18300
74839,32272
3330025,102529
778209,33226
219555,13743
2710594,101578
2724412,96113
22008,120872
780728,19117
849229,17815
2722508,101635
3285674,100778
702455,12352
700481,101617
3349917,33716
702098,6638
154000,96415
170945,88620
168209,84190
2641260,37995
776207,25758
1217,116229
217591,32396
2661549,20338
647997,121277
90570,17964
776256,97300
717271,108591
3134025,97294
69005,19212
848747,7087
3356460,104569
3134184,101488
646107,34079
2557266,122393
2710184,24903
243007,21275
776174,84843
236862,648
652917,37568
3182205,104662
243653,12755
3139616,38865
93851,12664
3351808,89035
3207617,84754
3181425,32268
2705701,117257
3287361,852
2558201,32096
796732,97562
3476,109901
21306,17728
3187353,5312
95366,32822
2727048,121384
782773,25453
2640212,122483
3354118,24952
3117579,20304
155831,117344
2511088,115622
782413,102452
699827,14005
627452,1225
3114495,19328
701171,38627
3183932,17748
219198,18154
863928,19854
3353255,109998
3114214,19840
2488291,89079
6898,116884
799183,108774
90504,39170
3285958,34067
148571,1187
2507995,122447
152969,25822
628805,88568
3187648,97639
93911,120558
3115804,83741
24904,121722
869316,97283
2660119,104882
3332238,115400
647802,6071
627482,38378
698090,20579
3134894,122134
2729109,115822
3354123,17725
168953,6325
2703721,314
2656494,102801
714561,26834
3329527,90062
2655475,14176
2576932,18662
26808,14318
223569,20563
3401,25753
2512329,103124
2705507,116586
3332489,37303
3186995,88749
3351932,20938
652492,905
25582,278
3189015,25466
74500,102472
3138712,32557
3183990,33163
2660519,33674
716820,25044
3280782,37407
2660914,5156
2507310,117402
173565,1276
2511520,164
801881,115325
27297,34080
3334017,5264
7887,117347
2709867,33974
2708096,39086
716565,33570
2510114,120623
2726995,115626
796080,19768
154399,104501
778228,5978
3184223,503
8033,88475
2635448,14224
627943,19474
3333900,88787
2511557,83373
3332889,102255
801194,108329
3348967,97504
781962,34016
3137276,101472
2555854,38471
629858,102383
867955,5810
794000,108233
797221,115364
3356435,103437
796080,110292
2512212,5918
2637438,104662
698307,18661
779494,18262
3187360,33920
634204,84225
73353,21747
629814,95668
3203907,5296
2488040,83686
2637130,103728
76642,85356
3356784,12666
2654944,101226
717306,26384
3353855,37642
2708812,33533
239645,102452
844547,90548
2656477,34068
3349187,108366
74497,13073
2654894,26399
2560431,24918
3360,83741
2513241,19393
652487,21232
2639695,108811
2488684,97320
3139158,34067
3202483,7082
848903,21026
717750,33571
2019,103898
3355881,19062
2510112,101621
237804,17748
780477,96222
2487440,25731
219462,121235
3183108,116549
3119176,14317
2658110,13507
863517,25452
850323,17912
2638913,84989
3113503,102488
151215,25490
2492932,117069
21616,32134
2727110,96061
2656403,90469
2562174,13570
851548,116212
81,25677
168424,6599
236352,89917
652479,105048
634188,5918
2705954,13786
